index,gene1,gene2,gene3,split,measured_tau,measured_p,M01,M02,M03,pred_mean,pred_worst,rank
21179005,YGR015C,YDR122W,YLR096W,train,0.007147,0.3944,0.040283203,0.010025024,0.018844604,0.023050943,0.010025024,6203467
5631670,YOR040W,YDR272W,YLR367W,train,0.036605,0.4024,0.040008545,-0.0023288727,0.031433105,0.023037592,-0.0023288727,6211354
30978134,YKL220C,YLL051C,YGR178C,test,-0.029024,0.4699,0.045440674,0.0050811768,0.018585205,0.023035685,0.0050811768,6212569
20612275,YBR295W,YBL056W,YER089C,test,-0.02657,0.4695,0.039154053,0.026184082,0.0037555695,0.023031235,0.0037555695,6214564
20956665,YDR513W,YBL005W,YGL013C,train,-0.000524,0.3605,0.034057617,0.03677368,-0.0018100739,0.023007074,-0.0018100739,6228767
352633,YJL134W,YKR053C,YDL106C,val,0.022426,0.3498,0.04385376,0.018798828,0.0063171387,0.022989908,0.0063171387,6238002
32579237,YOR222W,YPL134C,YIL095W,test,0.092495,0.04502,0.0501709,0.016342163,0.0024433136,0.022985458,0.0024433136,6240549
28889124,YGR243W,YHR162W,YDL048C,train,-0.000587,0.4821,0.04446411,0.009231567,0.015258789,0.022984823,0.009231567,6241680
26565813,YDR343C,YHR094C,YOR123C,train,0.019849,0.3988,0.05041504,0.013534546,0.004989624,0.022979736,0.004989624,6244812
19405680,YHL032C,YPL089C,YBR182C,train,0.002107,0.397,0.039245605,0.01777649,0.0119018555,0.02297465,0.0119018555,6246860
30978163,YKL220C,YLL051C,YOR061W,train,-0.124896,0.2304,0.047851562,0.010848999,0.01020813,0.022969564,0.01020813,6249649
40199047,YOR306C,YOR066W,YKR077W,train,0.025941,0.3715,0.03955078,0.022964478,0.0063934326,0.022969564,0.0063934326,6250641
4407188,YKL148C,YJL045W,YOL054W,train,-0.055871,0.4436,0.03164673,0.026428223,0.010803223,0.02295939,0.010803223,6255350
31818133,YLR432W,YML056C,YMR080C,train,-0.005848,0.3932,0.08770752,-0.0034008026,-0.015464783,0.022947311,-0.015464783,6263232
20521550,YBR092C,YBL056W,YER089C,train,0.015523,0.2653,0.040618896,0.019882202,0.008331299,0.022944132,0.008331299,6264236
20896913,YDR452W,YIR018W,YOL028C,test,0.000983,0.3467,0.05532837,0.0046081543,0.008895874,0.022944132,0.0046081543,6265733
20684855,YCR098C,YBL056W,YER089C,train,-0.026236,0.3142,0.04269409,0.02104187,0.005088806,0.02294159,0.005088806,6266300
89212,YBR147W,YOL092W,YJR066W,test,0.039061,0.4407,0.022216797,0.034729004,0.011871338,0.022939047,0.011871338,6267088
39188084,YMR145C,YOR066W,YKR077W,train,0.02623,0.2592,0.021606445,0.037719727,0.009460449,0.022928873,0.009460449,6273855
21390445,YIL124W,YMR119W,YNL008C,test,0.004337,0.3695,0.037353516,0.015472412,0.015945435,0.022923788,0.015472412,6276926
21379280,YIL124W,YDR259C,YOR028C,train,0.002996,0.4733,0.038116455,0.02268982,0.007965088,0.022923788,0.007965088,6277006
19777331,YLR133W,YAL051W,YOR363C,train,0.00358,0.4438,0.032684326,0.028839111,0.007209778,0.022911072,0.007209778,6284018
37831602,YKL150W,YOR066W,YKR077W,train,0.064499,0.4495,0.03237915,0.019302368,0.017044067,0.02290853,0.017044067,6284873
21459408,YJL139C,YIR018W,YOL028C,train,0.028199,0.4032,0.04046631,0.017059326,0.011199951,0.02290853,0.011199951,6285795
20215701,YPR140W,YER088C,YBL054W,train,0.029935,0.4471,0.043304443,0.020614624,0.0047683716,0.022895813,0.0047683716,6292872
23845196,YBR177C,YPL095C,YLR183C,train,-0.06477,0.1972,0.03842163,0.021011353,0.009246826,0.02289327,0.009246826,6293947
31319058,YLL062C,YPL273W,YOL054W,train,-0.032824,0.4211,0.03945923,0.021987915,0.007209778,0.022885641,0.007209778,6298915
27124610,YEL006W,YIL006W,YCR065W,train,-0.030414,0.4544,0.036865234,0.03591919,-0.0041770935,0.02286911,-0.0041770935,6307942
20769898,YDR071C,YIR018W,YOL028C,train,-0.020054,0.3128,0.022705078,0.01751709,0.028381348,0.022867838,0.01751709,6309609
3679136,YGR248W,YHR163W,YGL014W,train,-0.053495,0.4584,0.03387451,0.02557373,0.009155273,0.022867838,0.009155273,6309855
24626044,YCL040W,YDR516C,YBR240C,train,0.003898,0.364,0.029937744,0.014984131,0.023651123,0.022857666,0.014984131,6315913
26565768,YDR343C,YHR094C,YDR099W,test,0.028223,0.4931,0.034118652,0.021865845,0.012557983,0.022847494,0.012557983,6321008
30978149,YKL220C,YLL051C,YLR176C,train,0.006258,0.0417,0.04522705,0.017044067,0.006248474,0.022839865,0.006248474,6325331
19210055,YER170W,YLR266C,YOR172W,train,-0.009644,0.377,0.051940918,-0.008613586,0.025177002,0.022834778,-0.008613586,6328097
5631624,YOR040W,YDR272W,YAL051W,train,-0.020283,0.3727,0.0340271,0.011367798,0.02305603,0.022816977,0.011367798,6338386
31168658,YLL012W,YLR020C,YBR082C,train,-0.052496,0.4328,0.08135986,0.049560547,-0.062469482,0.022816977,-0.062469482,6338827
21844340,YLR092W,YMR182C,YPL230W,train,-0.000869,0.4954,0.026184082,0.0284729,0.0137786865,0.02281189,0.0137786865,6340752
5631661,YOR040W,YDR272W,YKL101W,train,0.005227,0.4365,0.040893555,0.0098724365,0.017623901,0.02279663,0.0098724365,6350127
18894338,YBR295W,YAL051W,YOR363C,train,0.031677,0.3598,0.038085938,0.020355225,0.009918213,0.022786459,0.009918213,6357062
21281845,YGR144W,YMR182C,YPL230W,val,0.045916,0.2845,0.044555664,0.0038700104,0.019927979,0.022784552,0.0038700104,6357232
19099090,YDR497C,YAL051W,YOR363C,test,0.01988,0.4876,0.035217285,0.021743774,0.01133728,0.022766113,0.01133728,6367909
21491793,YJL198W,YGL096W,YPL177C,train,0.035617,0.4946,0.06100464,0.019363403,-0.01210022,0.022755941,-0.01210022,6373126
19442831,YIL124W,YOR066W,YKR077W,val,0.034888,0.2911988923923738,0.03765869,0.023010254,0.007598877,0.022755941,0.007598877,6374028
30978172,YKL220C,YLL051C,YPL181W,train,-0.023315,0.2768,0.03781128,0.02192688,0.008453369,0.022730509,0.008453369,6389276
24939751,YCR048W,YNR019W,YER123W,train,0.049359,0.17753384677298345,0.03768921,0.021499634,0.008911133,0.022699991,0.008911133,6407166
5887190,YPL053C,YDR483W,YGR178C,train,0.01901,0.2333,0.043548584,0.027282715,-0.00274086,0.022696814,-0.00274086,6408049
24939765,YCR048W,YNR019W,YJR021C,train,-0.002765,0.7094613250104328,0.042297363,0.016448975,0.009338379,0.022694906,0.009338379,6408854
20884450,YDR452W,YBL056W,YER089C,train,-0.168394,0.1415,0.04043579,0.024475098,0.0031604767,0.022690454,0.0031604767,6411325
175162,YDR147W,YLR133W,YFL021W,train,0.012037,0.0511,0.032348633,0.024932861,0.0107421875,0.02267456,0.0107421875,6422054
4407177,YKL148C,YJL045W,YLR266C,test,-0.094719,0.2886,0.03945923,0.016998291,0.011550903,0.022669474,0.011550903,6423618
30534796,YJR130C,YML082W,YHR006W,train,-0.013333,0.4222,0.05053711,0.010437012,0.007003784,0.022659302,0.007003784,6429463
19793400,YLR142W,YER088C,YBL054W,val,-0.009518,0.2849,0.03253174,0.030639648,0.0048065186,0.022659302,0.0048065186,6429847
20489495,YBR068C,YDR122W,YLR096W,test,-0.001667,0.2387,0.033111572,0.025146484,0.009689331,0.02264913,0.009689331,6436761
19342233,YGR121C,YAL051W,YOR363C,train,0.017306,0.3989,0.023025513,0.03643799,0.00843811,0.022633871,0.00843811,6445462
30159925,YJL133W,YKR052C,YER184C,train,-0.071213,0.3204,0.019180298,0.0082092285,0.040496826,0.022628784,0.0082092285,6447142
20964809,YDR513W,YFR023W,YHR015W,val,0.016403,0.4634,0.03378296,0.024414062,0.009689331,0.022628784,0.009689331,6448840
21623799,YKL127W,YJR127C,YML081W,train,0.020993,0.24,0.03768921,0.022109985,0.008056641,0.022618612,0.008056641,6453914
22058193,YMR250W,YIR018W,YOL028C,test,-0.002793,0.3221,0.028015137,0.028320312,0.011505127,0.022613525,0.011505127,6456987
20300122,YDR513W,YHR006W,YCL035C,train,-0.061601,0.3963,0.037261963,0.016052246,0.014511108,0.022608439,0.014511108,6459856
18837919,YBR092C,YKR029C,YJL105W,train,-0.019544,0.3499,0.044891357,0.014801025,0.008117676,0.022603353,0.008117676,6462546
3049707,YDR530C,YCL050C,YOR304W,train,-0.001888,0.3687,0.03768921,0.0110321045,0.019088745,0.022603353,0.0110321045,6463437
4011847,YJL139C,YKR061W,YDR247W,train,-0.027174,0.4539,0.03945923,0.0068893433,0.021438599,0.022595724,0.0068893433,6467499
31557412,YLR174W,YNL009W,YFL021W,train,0.028383,0.2101,0.03668213,0.0140686035,0.016967773,0.022572836,0.0140686035,6480504
35976037,YFR049W,YOR066W,YKR077W,train,0.017043,0.475,0.029174805,0.020721436,0.017745972,0.022547403,0.017745972,6495444
4011856,YJL139C,YKR061W,YFL021W,train,0.037858,0.1001,0.030517578,0.03149414,0.005622864,0.02254486,0.005622864,6497215
21433035,YJL134W,YDR122W,YLR096W,train,-0.037658,0.4939,0.03765869,0.01071167,0.019256592,0.022542318,0.01071167,6498690
19146070,YDR513W,YLR266C,YOR172W,train,-0.036898,0.32,0.019226074,0.017089844,0.031311035,0.022542318,0.017089844,6498736
22442855,YPL212C,YMR119W,YNL008C,train,0.010113,0.4278,0.036987305,0.012451172,0.018173218,0.022537231,0.012451172,6501566
30978169,YKL220C,YLL051C,YOR315W,train,0.008366,0.3976,0.04397583,0.015304565,0.008331299,0.022537231,0.008331299,6501760
26565766,YDR343C,YHR094C,YDL106C,train,0.019382,0.3233,0.021759033,0.016052246,0.029785156,0.022532145,0.016052246,6504723
35041856,YDR036C,YOR066W,YKR077W,train,0.010051,0.3898,0.037322998,0.01763916,0.012634277,0.022532145,0.012634277,6505307
28889156,YGR243W,YHR162W,YLR176C,train,-0.022105,0.408,0.03314209,0.026519775,0.0079193115,0.02252706,0.0079193115,6507575
33979705,YBL011W,YOR066W,YKR077W,train,0.038394,0.3916,0.042907715,0.01574707,0.008895874,0.022516886,0.008895874,6513716
20592335,YBR176W,YMR182C,YPL230W,train,0.002826,0.3321,0.04031372,0.007293701,0.01979065,0.022466024,0.007293701,6544706
19427604,YIL043C,YLR266C,YOR172W,train,-0.041701,0.3359,0.04360962,-0.00038337708,0.024169922,0.022465387,-0.00038337708,6545117
3679122,YGR248W,YHR163W,YDL106C,train,-0.041055,0.2105,0.027557373,0.020645142,0.019180298,0.022460938,0.019180298,6546509
21916920,YLR143W,YMR182C,YPL230W,train,0.003969,0.3175,0.019805908,0.021408081,0.026153564,0.02245585,0.019805908,6549644
19634786,YKL148C,YOR066W,YKR077W,test,0.025924,0.48939023674263865,0.026885986,0.024139404,0.016342163,0.02245585,0.016342163,6550745
40378205,YPL061W,YOR066W,YKR077W,train,0.082258,0.3603,0.026397705,0.017150879,0.023803711,0.022450766,0.017150879,6552364
19572579,YKL008C,YAL051W,YOR363C,train,0.00712,0.4361,0.027923584,0.027160645,0.012268066,0.022450766,0.012268066,6553559
21096508,YFR015C,YIR018W,YOL028C,train,-0.015764,0.3182,0.04397583,0.005180359,0.018173218,0.022443136,0.005180359,6557772
24626062,YCL040W,YDR516C,YFL031W,test,0.003646,0.4063,0.041046143,0.013336182,0.012939453,0.022440592,0.012939453,6559756
19605739,YKL127W,YKR029C,YJL105W,train,-0.006015,0.1707,0.038848877,0.02822876,0.00021541119,0.022431016,0.00021541119,6564215
19965336,YNR067C,YML007W,YDR423C,train,-0.046657,0.3397,0.04171753,0.02658081,-0.0010166168,0.02242724,-0.0010166168,6566913
21283275,YGR248W,YBL005W,YGL013C,train,-0.045815,0.36,0.032470703,0.033813477,0.0009784698,0.022420883,0.0009784698,6570034
21736900,YLL041C,YBL005W,YGL013C,test,0.004032,0.1096,0.039642334,0.020828247,0.0067749023,0.022415161,0.0067749023,6574733
21499585,YJL198W,YMR182C,YPL230W,train,0.016056,0.1294,0.04550171,0.0020542145,0.019683838,0.022413254,0.0020542145,6575624
23399037,YBR001C,YDR001C,YKL185W,train,0.023435,0.375,0.025390625,0.035369873,0.0063934326,0.022384644,0.0063934326,6593074
31557396,YLR174W,YNL009W,YCL033C,train,0.038508,0.222,0.049194336,0.021514893,-0.0035915375,0.022372564,-0.0035915375,6599635
22312223,YOR163W,YIR018W,YOL028C,train,0.082073,0.3733,0.044952393,0.009552002,0.01260376,0.022369385,0.009552002,6600666
2743194,YDR178W,YLR164W,YBR240C,train,0.019895,0.4631,0.03479004,0.02003479,0.012237549,0.022354126,0.012237549,6610442
31953649,YML100W,YMR261C,YER184C,train,-0.058352,0.09749,0.04006958,0.0047836304,0.022155762,0.022336325,0.0047836304,6621427
20700935,YCR098C,YMR119W,YNL008C,train,0.039896,0.4472,0.034240723,0.013641357,0.019119263,0.02233378,0.013641357,6623166
2743222,YDR178W,YLR164W,YJR066W,train,-0.019178,0.4963,0.038513184,0.021911621,0.0065231323,0.022315979,0.0065231323,6634116
23913641,YBR183W,YPL087W,YDR247W,train,0.018229,0.4727,0.034851074,0.0071792603,0.024902344,0.022310892,0.0071792603,6637039
3679143,YGR248W,YHR163W,YJL187C,train,-0.08375,0.2049,0.011978149,0.03427124,0.02067566,0.02230835,0.011978149,6638471
24939759,YCR048W,YNR019W,YGR178C,train,-0.046699,0.4661847397058145,0.026367188,0.0014896393,0.0390625,0.022306442,0.0014896393,6639688
20300372,YDR513W,YNR032W,YCL035C,train,-0.018024,0.3213,0.018432617,0.030700684,0.017730713,0.022288004,0.017730713,6649722
27124641,YEL006W,YIL006W,YKR029C,train,0.014211,0.01322,0.06903076,0.0035953522,-0.0057868958,0.02227974,-0.0057868958,6655440
23913635,YBR183W,YPL087W,YCR065W,train,0.053881,0.3795,0.028198242,0.030792236,0.007843018,0.022277832,0.007843018,6656025
19007733,YDR071C,YOR066W,YKR077W,train,0.0102935,0.35495060401221684,0.032073975,0.011962891,0.022766113,0.02226766,0.011962891,6662585
89206,YBR147W,YOL092W,YHR006W,train,-0.056764,0.4833,0.038269043,0.015426636,0.0131073,0.02226766,0.0131073,6663814
26594376,YDR345C,YHR096C,YDR043C,train,-0.004855,0.3989,0.03149414,0.015411377,0.019866943,0.022257486,0.015411377,6668867
3901324,YIR037W,YKL026C,YLR131C,val,-0.040894,0.3813,0.041168213,0.018005371,0.007598877,0.022257486,0.007598877,6669744
30534811,YJR130C,YML082W,YLR183C,train,-0.045847,0.4368,0.054840088,0.0064315796,0.005455017,0.022242228,0.005455017,6677949
3049681,YDR530C,YCL050C,YKL020C,train,0.024434,0.2772,0.043273926,0.014984131,0.00843811,0.022232056,0.00843811,6684893
19683802,YLL001W,YML007W,YDR423C,train,-0.003789,0.2735,0.03488159,0.027130127,0.00466156,0.022224426,0.00466156,6688988
19607020,YKL127W,YML007W,YDR423C,train,0.028429,0.006639,0.040771484,0.028686523,-0.0028324127,0.022208532,-0.0028324127,6698329
21495698,YJL198W,YIR018W,YOL028C,train,-0.017195,0.4805,0.03781128,0.0087890625,0.019958496,0.02218628,0.0087890625,6711931
18907135,YCL069W,YAL051W,YOR363C,train,-0.016247,0.3994,0.033325195,0.01777649,0.0154418945,0.022181192,0.0154418945,6715303
2743187,YDR178W,YLR164W,YAL051W,train,-0.005108,0.4794,0.031982422,0.023864746,0.010681152,0.022176107,0.010681152,6717730
5887167,YPL053C,YDR483W,YBR083W,train,-0.038506,0.2378,0.05090332,0.011077881,0.004463196,0.022148132,0.004463196,6735377
5631644,YOR040W,YDR272W,YER123W,train,0.007163,0.1261,0.036102295,0.014022827,0.016311646,0.02214559,0.014022827,6737318
21949848,YLR377C,YJL110C,YKR034W,val,0.031586,0.4317,0.030395508,0.014694214,0.021347046,0.02214559,0.014694214,6737789
19499069,YJL155C,YER088C,YBL054W,train,0.059283,0.2529,0.03579712,0.028778076,0.0018558502,0.022143682,0.0018558502,6738173
23845175,YBR177C,YPL095C,YER184C,train,0.031244,0.4706,0.031585693,0.0023212433,0.03250122,0.022136053,0.0023212433,6741990
89243,YBR147W,YOL092W,YPL181W,train,-0.098264,0.4331,0.036743164,0.022476196,0.0071792603,0.022132874,0.0071792603,6744932
19400987,YHL032C,YKR029C,YJL105W,train,0.017633,0.3463,0.033966064,0.026397705,0.0060272217,0.022130331,0.0060272217,6746580
4407159,YKL148C,YJL045W,YGR028W,train,0.048357,0.4791,0.051361084,-0.0034656525,0.018493652,0.022129694,-0.0034656525,6747283
23035402,YAL062W,YOR375C,YDL106C,train,-0.002117,0.4993,0.031829834,0.01852417,0.016021729,0.022125244,0.016021729,6749371
19418477,YIL002C,YPL089C,YBR182C,train,0.028102,0.4428,0.04751587,0.007675171,0.011184692,0.022125244,0.007675171,6749850
34312427,YBR208C,YOR066W,YKR077W,train,-0.081412,0.1561,0.0231781,0.020370483,0.02281189,0.022120157,0.020370483,6752632
18731249,YAR015W,YER088C,YBL054W,train,-0.03139,0.1845,0.04336548,0.0107421875,0.012161255,0.02208964,0.0107421875,6770548
21535875,YJR095W,YMR182C,YPL230W,test,0.003322,0.337,0.028015137,0.023345947,0.014892578,0.022084555,0.014892578,6773447
3049666,YDR530C,YCL050C,YER129W,train,-0.014233,0.458,0.03604126,0.015548706,0.01461792,0.022069296,0.01461792,6783900
26565779,YDR343C,YHR094C,YFL031W,val,-0.061009,0.1706,0.04562378,0.01133728,0.009246826,0.022069296,0.009246826,6784109
23035410,YAL062W,YOR375C,YER123W,train,0.063775,0.2761,0.034301758,0.017562866,0.014328003,0.022064209,0.014328003,6787108
22225115,YOL136C,YMR119W,YNL008C,train,0.030037,0.2002,0.036834717,0.0121154785,0.017227173,0.022059122,0.0121154785,6790190
23845187,YBR177C,YPL095C,YJR066W,val,-0.006687,0.4679,0.029205322,0.015411377,0.021514893,0.022043863,0.015411377,6799121
21374000,YIL124W,YBL005W,YGL013C,train,-0.007961,0.4476,0.044830322,0.027191162,-0.0059127808,0.022036234,-0.0059127808,6803930
31818114,YLR432W,YML056C,YHR006W,train,-0.044744,0.3252,0.028167725,0.015960693,0.021972656,0.022033691,0.015960693,6805960
20843003,YDR191W,YJL110C,YKR034W,train,0.009489,0.385,0.030914307,0.018478394,0.016662598,0.022018433,0.016662598,6814739
4407186,YKL148C,YJL045W,YNR032W,train,-0.008593,0.4637,0.030670166,0.009979248,0.02532959,0.021993002,0.009979248,6830091
28889147,YGR243W,YHR162W,YJR021C,train,0.06117,0.3332,0.04864502,0.009216309,0.008102417,0.021987915,0.008102417,6833347
36731060,YHR043C,YOR066W,YKR077W,train,0.045325,0.2493,0.016479492,0.0084991455,0.040985107,0.021987915,0.0084991455,6833367
5887203,YPL053C,YDR483W,YLR098C,train,0.057991,0.4897,0.014221191,0.04135132,0.010391235,0.021987915,0.010391235,6834353
23845191,YBR177C,YPL095C,YKL213C,train,-0.000425,0.4868,0.02520752,0.029968262,0.0107421875,0.021972656,0.0107421875,6842431
3679161,YGR248W,YHR163W,YNL068C,train,0.034872,0.4802,0.030303955,0.02545166,0.0101623535,0.021972656,0.0101623535,6843153
89242,YBR147W,YOL092W,YPL089C,train,-0.045505,0.1797,0.037963867,0.018066406,0.009887695,0.021972656,0.009887695,6843261
26565801,YDR343C,YHR094C,YML007W,train,0.038477,0.4656,0.025238037,0.021026611,0.019638062,0.02196757,0.019638062,6845392
26565763,YDR343C,YHR094C,YCR065W,train,0.023964,0.3948,0.019378662,0.028533936,0.017990112,0.02196757,0.017990112,6845399
23035417,YAL062W,YOR375C,YGR028W,val,-0.049453,0.2606,0.061187744,-0.002275467,0.0069885254,0.021966934,-0.002275467,6846922
3288577,YFR015C,YLR258W,YCR073C,train,-0.024803,0.202,0.034454346,0.016738892,0.014678955,0.021957397,0.014678955,6853149
20707915,YDL095W,YDR259C,YOR028C,train,-0.019126,0.3765,0.028564453,0.023864746,0.013427734,0.02195231,0.013427734,6855421
31818096,YLR432W,YML056C,YDL048C,test,-0.069805,0.4307,0.03717041,0.010864258,0.017822266,0.02195231,0.010864258,6856150
21242193,YGR096W,YJL110C,YKR034W,train,-0.03029,0.473,0.038208008,0.007545471,0.020080566,0.021944681,0.007545471,6860097
23913654,YBR183W,YPL087W,YGR178C,train,-0.006722,0.1901,0.04244995,0.009643555,0.01373291,0.021942139,0.009643555,6862433
19956489,YNR067C,YAL051W,YOR363C,train,0.014738,0.4529,0.041168213,0.013656616,0.010986328,0.021937052,0.010986328,6864373
19529980,YJL214W,YLR266C,YOR172W,train,0.040316,0.2429,0.016235352,0.020629883,0.028930664,0.021931967,0.016235352,6868619
31319018,YLL062C,YPL273W,YDR435C,train,0.054165,0.458,0.04046631,0.017059326,0.008255005,0.02192688,0.008255005,6870667
36270368,YGR012W,YOR066W,YKR077W,test,-0.071679,0.3685,0.02331543,0.00040626526,0.042053223,0.021924973,0.00040626526,6872705
20472030,YBR042C,YDR259C,YOR028C,val,0.004977,0.4853,0.04714966,0.0033664703,0.015258789,0.021924973,0.0033664703,6872706
27124648,YEL006W,YIL006W,YML007W,train,0.052977,0.1487,0.03326416,0.045410156,-0.012908936,0.021921793,-0.012908936,6874340
27154877,YEL047C,YJR051W,YOR123C,train,-0.025131,0.3381,0.030670166,0.014282227,0.02078247,0.021911621,0.014282227,6880573
20973110,YDR513W,YMR119W,YNL008C,train,0.047875,0.3709,0.036132812,0.0129852295,0.016616821,0.021911621,0.0129852295,6881428
30534790,YJR130C,YML082W,YER184C,train,0.02347,0.4264,0.04034424,-0.00095176697,0.02633667,0.021909714,-0.00095176697,6882239
20300202,YDR513W,YKL101W,YCL035C,train,-0.073506,0.3342,0.038482666,0.0128479,0.014328003,0.02188619,0.0128479,6897492
20979410,YDR530C,YDR122W,YLR096W,train,-0.043239,0.3723,0.038879395,0.022857666,0.0039138794,0.021883646,0.0039138794,6898170
26565754,YDR343C,YHR094C,YAL051W,train,0.032175,0.2681,0.02407837,0.024383545,0.017166138,0.021876017,0.017166138,6902619
5631658,YOR040W,YDR272W,YJR021C,train,-0.06301,0.3336,0.035583496,0.012496948,0.017486572,0.021855673,0.012496948,6914863
26594409,YDR345C,YHR096C,YLR367W,train,0.016339,0.3861,0.03555298,0.025817871,0.004196167,0.021855673,0.004196167,6916347
20715463,YDL095W,YIR018W,YOL028C,val,-0.063602,0.4115,0.038879395,0.0032596588,0.023406982,0.021848679,0.0032596588,6919866
19392883,YGR287C,YPL089C,YBR182C,val,0.004704,0.4615,0.026611328,0.019256592,0.01966858,0.021845499,0.019256592,6921142
30534798,YJR130C,YML082W,YHR124W,val,-0.011069,0.4747,0.038726807,0.007156372,0.019638062,0.021840414,0.007156372,6925538
24626037,YCL040W,YDR516C,YAL051W,train,-0.021882,0.4681,0.031463623,0.017593384,0.016433716,0.02183024,0.016433716,6930839
21786018,YLL048C,YIR018W,YOL028C,train,0.006076,0.4662,0.026550293,0.0124053955,0.026428223,0.021794638,0.0124053955,6953417
20080509,YOR109W,YML007W,YDR423C,val,-0.089304,0.4749,0.02331543,0.038085938,0.0039749146,0.021792093,0.0039749146,6954546
20448970,YBR041W,YBL056W,YER089C,test,0.059739,0.1916,0.04525757,0.026855469,-0.0067481995,0.021788279,-0.0067481995,6957210
23035455,YAL062W,YOR375C,YPL089C,train,0.00039,0.3305,0.038146973,0.014205933,0.0129852295,0.021779379,0.0129852295,6962299
3049665,YDR530C,YCL050C,YER123W,train,0.041854,0.4935,0.03363037,0.021606445,0.010070801,0.021769205,0.010070801,6968901
3626730,YGR121C,YPR138C,YDR099W,train,-0.02662,0.3165,0.029541016,0.041046143,-0.005306244,0.021760305,-0.005306244,6973993
27154842,YEL047C,YJR051W,YFL021W,train,0.019063,0.4271,0.034820557,0.011779785,0.018676758,0.021759033,0.011779785,6974956
19674955,YLL001W,YAL051W,YOR363C,test,0.019417,0.2246,0.029174805,0.024383545,0.01171875,0.021759033,0.01171875,6975661
31818108,YLR432W,YML056C,YER184C,val,0.039271,0.2417,0.04006958,0.0009860992,0.02420044,0.021752039,0.0009860992,6979792
19402268,YHL032C,YML007W,YDR423C,val,0.006116,0.2035,0.034851074,0.026794434,0.0036029816,0.021749496,0.0036029816,6980438
20519755,YBR084W,YMR182C,YPL230W,test,0.020568,0.3147,0.035858154,0.014129639,0.0152282715,0.021738688,0.014129639,6987989
22371975,YOR334W,YBL005W,YGL013C,train,-0.003006,0.3439,0.042999268,0.029693604,-0.00749588,0.02173233,-0.00749588,6992190
3626731,YGR121C,YPR138C,YDR247W,train,-0.013816,0.4291,0.03286743,0.018417358,0.013870239,0.021718344,0.013870239,6999979
21333479,YHL032C,YJR127C,YML081W,train,0.028568,0.3937,0.045043945,0.014724731,0.005378723,0.0217158,0.005378723,7002511
30159967,YJL133W,YKR052C,YPL089C,train,-0.051092,0.3321,0.048797607,0.032836914,-0.016494751,0.021713257,-0.016494751,7004545
23913672,YBR183W,YPL087W,YLR367W,train,-0.008035,0.4529,0.047698975,0.011947632,0.0054779053,0.02170817,0.0054779053,7006362
30978126,YKL220C,YLL051C,YER123W,train,0.089652,0.2936,0.040008545,0.015106201,0.009994507,0.021703085,0.009994507,7011180
39431227,YNL045W,YOR066W,YKR077W,test,-0.020836,0.4053,0.026489258,0.02859497,0.010009766,0.021697998,0.010009766,7012805
26565799,YDR343C,YHR094C,YLR266C,train,-0.041132,0.3104,0.025115967,0.019897461,0.020080566,0.021697998,0.019897461,7014232
39060114,YMR054W,YOR066W,YKR077W,val,0.005865,0.3836,0.00869751,0.029510498,0.026885986,0.021697998,0.00869751,7014508
30534818,YJR130C,YML082W,YNL068C,train,-0.077518,0.1781,0.047851562,0.01991272,-0.002691269,0.021691004,-0.002691269,7018030
31305539,YLL061W,YPL274W,YBR082C,train,0.004099,0.3476,0.048553467,0.013122559,0.0033740997,0.021683374,0.0033740997,7022206
20620054,YBR295W,YFR023W,YHR015W,train,-0.004346,0.2882,0.030944824,0.030853271,0.0032138824,0.02167066,0.0032138824,7030666
22462700,YPR003C,YBL005W,YGL013C,val,3e-05,0.4311,0.037902832,0.023803711,0.0032978058,0.021668116,0.0032978058,7031555
22207240,YOL126C,YMR182C,YPL230W,train,0.007394,0.4385,0.039245605,-0.0018978119,0.027648926,0.021665573,-0.0018978119,7033808
5631660,YOR040W,YDR272W,YKL020C,train,-0.023899,0.3066,0.040893555,0.0020923615,0.021987915,0.021657944,0.0020923615,7037759
21106425,YGL027C,YDR122W,YLR096W,train,-0.074184,0.006988,0.04324341,0.009719849,0.012008667,0.021657309,0.009719849,7039002
19789590,YLR133W,YPL089C,YBR182C,train,-0.025432,0.2078,0.044036865,0.02204895,-0.0011539459,0.021643957,-0.0011539459,7047121
20607118,YBR291C,YJL110C,YKR034W,train,-0.03939,0.2175,0.03253174,0.013977051,0.0184021,0.021636963,0.013977051,7051146
40147859,YOR273C,YOR066W,YKR077W,train,0.023644,0.1661,0.02947998,0.010940552,0.024475098,0.021631876,0.010940552,7055644
34632352,YCR036W,YOR066W,YKR077W,test,-0.093241,0.4725,0.04232788,0.014892578,0.007659912,0.021626791,0.007659912,7058367
24939775,YCR048W,YNR019W,YLR183C,train,0.044358999999999996,0.7910459479738773,0.055633545,0.0038700104,0.0053710938,0.021624884,0.0038700104,7059128
19349799,YGR121C,YKR029C,YJL105W,train,0.044804,0.1563,0.041412354,0.026184082,-0.0027256012,0.021623611,-0.0027256012,7059742
23845181,YBR177C,YPL095C,YHR006W,train,-0.006507,0.2326,0.030456543,0.014541626,0.019851685,0.021616617,0.014541626,7063381
22333985,YOR171C,YMR119W,YNL008C,train,0.030348,0.2899,0.042266846,0.018569946,0.0039978027,0.021611532,0.0039978027,7066795
30978120,YKL220C,YLL051C,YDR099W,train,-0.01026,0.3714,0.042663574,0.016418457,0.0057525635,0.021611532,0.0057525635,7067352
