run_id,cell_dataset.is_pert,cell_dataset.size,cell_dataset.aggregation,cell_dataset.node_embeddings,random_forest.max_depth,random_forest.n_estimators,random_forest.min_samples_split,num_params,test_mae,test_mse,test_pearson,test_r2,test_spearman,val_mae,val_mse,val_pearson,val_r2,val_spearman,val_rmse,test_rmse
5hypws17,False,1000,sum,['calm'],500.0,100,2,100864.0,0.040014766976103414,0.00435257353466106,0.2020965207078088,-0.001593218225703685,0.3348814881488148,0.03020845180723554,0.0014220822743881971,0.447075292447971,0.16563647507396018,0.4556329301938605,0.03771050615396453,0.06597403682253392
hja0syzi,False,1000,sum,['calm'],500.0,200,2,202188.0,0.03948859978729888,0.004246045948051836,0.23393355047981584,0.022920395950388195,0.35509150915091503,0.02932432586763534,0.001371017249730435,0.4699719346410194,0.19559732525909845,0.48581603905420895,0.0370272500967927,0.06516169080105147
27ieqygr,False,1000,sum,['calm'],500.0,500,2,505022.0,0.03905123133632995,0.004198819016880989,0.24536181787897932,0.033788029455405155,0.35296729672967286,0.029504207158356433,0.001372229979404522,0.46952841970300874,0.19488579300539055,0.4580871829819087,0.03704362265497966,0.06479829486090656
6jcdkxx7,False,1000,sum,['calm'],500.0,100,5,37854.0,0.04041336058012945,0.004368582265230679,0.1899699413074466,-0.005277070053420374,0.3266246624662466,0.028975449315419496,0.0013460802864559368,0.49060231630188134,0.2102283300563511,0.5213757016996213,0.03668896682186536,0.06609525145750396
94p93ydx,False,1000,sum,['calm'],500.0,200,5,75948.0,0.03886414742338607,0.004153439614075528,0.2625515624389644,0.04423051864832384,0.37629762976297626,0.02975380188189174,0.0014371956041739848,0.45234291395019177,0.1567691884615422,0.4639077825036856,0.037910362754449936,0.06444718468696307
0odr1my6,False,1000,sum,['calm'],500.0,500,5,188970.0,0.03879469957435255,0.004165665330859691,0.25637517837484347,0.04141719569778613,0.35893189318931884,0.02942754235079419,0.0013837472095387091,0.4654869731652077,0.18812840849591916,0.45848922439217576,0.03719875279547298,0.06454196565692503
4rw9vrc7,False,1000,sum,['calm'],500.0,100,10,19874.0,0.03886201156841535,0.004203385504071935,0.2512301934305095,0.03273721145884678,0.38771077107710766,0.029832799882856188,0.0014062419491247605,0.4627102531557239,0.17493030417288646,0.46377576890628447,0.037499892654843166,0.0648335214535809
0a0kvgk0,False,1000,sum,['calm'],500.0,200,10,39770.0,0.03908779491530112,0.004172712282755488,0.2560114601801618,0.03979558513295911,0.3505790579057905,0.02994741694957721,0.0014371801990050524,0.4421201274167069,0.15677822697589827,0.45366472746897096,0.03791015957504073,0.06459653460330118
leqc5e5i,False,1000,sum,['calm'],500.0,500,10,99350.0,0.03901142291424519,0.004226475039848392,0.24055338402386384,0.02742395890572691,0.3577917791779177,0.029506277342191568,0.0013547116760328048,0.4816514040983565,0.205164124727258,0.4893804061840394,0.03680640808382156,0.06501134547022075
i8k2yic0,False,1000,sum,['fudt_downstream'],5.0,100,2,2660.0,0.0380758379024337,0.004154908769107969,0.26016184607098125,0.04389244378174284,0.38790279027902785,0.02921752709545893,0.0013582221846270615,0.4636750057501657,0.20310444057414023,0.4681022145302032,0.036854066052839564,0.06445858181117523
l77qv69e,False,1000,sum,['fudt_downstream'],5.0,200,2,5398.0,0.03782125222299724,0.0041085822388749445,0.27149237466363296,0.05455288136787961,0.41347734773477346,0.030239542895147537,0.0014365353760352711,0.42672204131703056,0.15715655724251454,0.3533823983886244,0.03790165400131334,0.06409822336753918
l9kh2tr6,False,1000,sum,['fudt_downstream'],5.0,500,2,13468.0,0.03781778896259483,0.004133027476763621,0.2645227110777878,0.04892766118670744,0.4043684368436843,0.029491247418238383,0.0013643108860004706,0.4608603666768978,0.19953208021803837,0.40733995601730294,0.03693657924064531,0.06428862634061815
noc6sl3w,False,1000,sum,['fudt_downstream'],5.0,100,5,2280.0,0.03835829007200726,0.004157991744398182,0.2573186368888839,0.0431830043850171,0.3813741374137413,0.02926050672334476,0.0013748413956776017,0.4602742686481054,0.19335362392776576,0.46380577199660294,0.03707885375355611,0.06448249176635609
9fb3vha4,False,1000,sum,['fudt_downstream'],5.0,200,5,4428.0,0.03787057680900488,0.0041258986446319505,0.26400678241510855,0.05056811363629632,0.3797899789978998,0.02894222965067918,0.001344480097460527,0.4711521403856075,0.211167192283104,0.4430136304059255,0.03666715284093554,0.06423315845131664
v6cfwmpj,False,1000,sum,['fudt_downstream'],5.0,500,5,10978.0,0.03785067593135272,0.004121786186074824,0.2695424792319806,0.05151445275457911,0.4114371437143714,0.02916899329450221,0.0013659040702458866,0.4627055499587932,0.1985973278153098,0.4105922910078216,0.03695813943160406,0.06420113851073689
ctdwprht,False,1000,sum,['fudt_downstream'],5.0,100,10,2042.0,0.038458216220331784,0.004155149931075008,0.26317509597410566,0.043836948753627314,0.4128172817281728,0.029864233541851345,0.0014134478022047989,0.44654947411714274,0.170702489028684,0.4032415338798044,0.03759584820435361,0.06446045245788311
9wtym3i9,False,1000,sum,['fudt_downstream'],5.0,200,10,4152.0,0.03805449404797481,0.004115820082044293,0.2721831868260943,0.052887343824338795,0.44008400840084,0.029666284054558525,0.0013914394440358233,0.445834312052114,0.18361522384749152,0.4137126124009391,0.037302003217465726,0.06415465752417585
u9vx4tc3,False,1000,sum,['fudt_downstream'],5.0,500,10,10222.0,0.03819255225111558,0.0041616586505570825,0.25164574692542396,0.0423391936345775,0.3824662466246624,0.02920026582879007,0.001361447013466525,0.4630423764869383,0.20121237032881245,0.4410574289171634,0.036897791444292775,0.06451091884756473
9nkwv2fr,False,1000,sum,['fudt_downstream'],10.0,100,2,15464.0,0.03851992831854284,0.0042604601468787815,0.22774775034018668,0.01960347007279961,0.3801500150015001,0.030184359333764493,0.0014309207562273607,0.4392219313316459,0.1604507646582306,0.4190231593873026,0.037827513217595476,0.06527220041394945
hnd16znp,False,1000,sum,['fudt_downstream'],10.0,200,2,30806.0,0.03891843224029672,0.0042988701680233095,0.2186751467081074,0.01076474135658012,0.3702730273027302,0.03031758355878317,0.00146576175216781,0.4260322241430816,0.1400088699040657,0.3804451858558553,0.03828526808274705,0.06556576978899363
dyzm51ef,False,1000,sum,['fudt_downstream'],10.0,500,2,76670.0,0.03909738936700406,0.0042873356138701715,0.2223233673260344,0.013419017297707891,0.3713051305130513,0.030213530517323665,0.00145066797285812,0.43127615064167246,0.1488646858692192,0.3925604337264405,0.038087635432750615,0.06547774899819153
ye2t6ymm,False,1000,sum,['fudt_downstream'],10.0,100,5,8886.0,0.040012628293598314,0.004328125171428866,0.2190984976438754,0.004032721144437423,0.3849504950495049,0.03107355392463649,0.0014934894613739722,0.4077701851936827,0.1237404798059395,0.3417351987270068,0.03864569136881849,0.06578848813758276
g5q74hy8,False,1000,sum,['fudt_downstream'],10.0,200,5,18744.0,0.039255784524428225,0.0043086798304913495,0.21800257440453413,0.008507389166472423,0.3535313531353135,0.030243645966087244,0.0014453749185467822,0.4271988603793412,0.15197022450954345,0.3935925400333948,0.03801808672917119,0.0656405349649997
9seljp3m,False,1000,sum,['fudt_downstream'],10.0,500,5,45546.0,0.03881068190029077,0.004245921435558387,0.23372226806997667,0.022949048164539243,0.3835943594359436,0.030485271506888713,0.00147595693023581,0.4205483312304653,0.13402715923706163,0.3924644238374214,0.038418184889916523,0.06516073538227134
040dxapb,False,1000,sum,['fudt_downstream'],10.0,100,10,6640.0,0.03976619169189513,0.004355114140521886,0.21873020536099463,-0.0021778501865710176,0.373993399339934,0.030424584365020622,0.0015012729218522017,0.41222269547748536,0.11917377108753424,0.38923609131915754,0.03874626332760621,0.06599328860211383
vsset61m,False,1000,sum,['fudt_downstream'],10.0,200,10,13602.0,0.039272408022484065,0.004280816599353176,0.22790198196647393,0.014919141460514318,0.3711491149114911,0.03051073526308947,0.001441796947371787,0.43391855190491335,0.15406949028018013,0.41307054626812456,0.03797100140069771,0.06542794968018772
vkdjyz9x,False,1000,sum,['fudt_downstream'],10.0,500,10,33960.0,0.03917787650952375,0.004286056795216305,0.2208447667271339,0.013713292875329408,0.3718571857185718,0.0299647341018437,0.001424557561712436,0.440042839016658,0.16418417551699882,0.4170069517179037,0.037743311483128185,0.06546798297806573
kcm6eqh6,False,1000,sum,['fudt_downstream'],500.0,100,2,101110.0,0.03919286987130617,0.004361469501997261,0.2196759788229399,-0.0036403153011561606,0.3933153315331532,0.030344822173091233,0.0014323385650053882,0.4393046746380598,0.15961890847732496,0.4186931253937998,0.037846249021605674,0.06604142262245159
x5dobgdy,False,1000,sum,['fudt_downstream'],500.0,200,2,202322.0,0.03911348695960987,0.004339320837263755,0.20561962096299313,0.0014564285477821626,0.39567956795679565,0.030423425169644903,0.0014736011080527156,0.4222918634160168,0.13540936625573174,0.4067218923567432,0.0383875123972981,0.06587352151861744
8iqgd3yt,False,1000,sum,['fudt_downstream'],500.0,500,2,505132.0,0.039167617148153366,0.004350792919306039,0.20645171608656965,-0.0011834716126584155,0.37791779177917784,0.030378109960318537,0.0014443902994195395,0.43804844552535505,0.1525479198373817,0.42562383925735897,0.03800513517170462,0.06596054062320926
ig40wf1p,False,1000,sum,['fudt_downstream'],500.0,100,5,37988.0,0.039525317457421855,0.0044533995035432,0.19355703256825552,-0.024794803643892527,0.3884788478847885,0.02990789174145603,0.0014037112853362871,0.4525381182319784,0.17641509418608126,0.44561789864556595,0.037466135180136834,0.06673379581249068
fvt3pud7,False,1000,sum,['fudt_downstream'],500.0,200,5,75692.0,0.03967087056471602,0.004371178699986149,0.21700051036412552,-0.005874549090117975,0.3853705370537054,0.030632505431341946,0.0014750077551630423,0.43012674277805607,0.13458405884389146,0.4211053738554022,0.038405829702833426,0.06611489015332438
kfvaqk13,False,1000,sum,['fudt_downstream'],500.0,500,5,188570.0,0.03952582196061514,0.004419553888300681,0.18966368868293643,-0.017006413988065017,0.36698469846984694,0.030341532424296803,0.00144880365523008,0.4354445268202015,0.14995851753826406,0.41072430460522275,0.0380631535113695,0.06647972539278935
rtr38pyg,False,1000,sum,['fudt_downstream'],500.0,100,10,20126.0,0.03977502900348875,0.004399544692684054,0.19331498049578325,-0.012401994448183462,0.3669006900690068,0.03134129863907305,0.0014912227273708347,0.42344034517997575,0.125070417044445,0.40339754994946025,0.03861635310811774,0.0663290637102926
eua9d6vy,False,1000,sum,['fudt_downstream'],500.0,200,10,40218.0,0.03850548843366287,0.004326665052915591,0.2197681205923026,0.0043687165708343745,0.4017641764176417,0.030411079773471583,0.0014747998339145324,0.42804555571526737,0.13470605031297744,0.4351228176521763,0.03840312271045849,0.06577739013457125
9uye13ak,False,1000,sum,['fudt_downstream'],500.0,500,10,100492.0,0.03908113681678164,0.004325569481172971,0.21527415660368027,0.004620824253507516,0.39493549354935487,0.030107714572974315,0.001421104280380626,0.4439693257489573,0.16621028331432008,0.4311504084940152,0.03769753679460537,0.06576906173249678
g52k9ooj,False,1000,sum,['fudt_upstream'],5.0,100,2,2792.0,0.037603259219788056,0.004182528988374829,0.2494868231779215,0.037536612206861,0.43261926192619254,0.02766526639088767,0.001378012839198714,0.44570645282184873,0.19149287589438105,0.46067944998542176,0.03712159532130474,0.06467247473519804
uzubhxs8,False,1000,sum,['fudt_upstream'],5.0,200,2,5724.0,0.03825450594809053,0.004267966366795315,0.22430951103735464,0.017876174967262348,0.38384638463846377,0.028091540068722845,0.001404262199238776,0.4305229825720536,0.17609186220865647,0.42414168659562806,0.03747348661705734,0.065329674473361
ote7j7za,False,1000,sum,['fudt_upstream'],5.0,500,2,13982.0,0.038022078160561995,0.004242946087602765,0.23323330079356025,0.02363372087839022,0.43213921392139215,0.027879103737541572,0.0013720613999997553,0.44747950276139914,0.19498470184415773,0.4577691502245333,0.03704134716772266,0.06513790054647728
ly3edgcf,False,1000,sum,['fudt_upstream'],5.0,100,5,2142.0,0.03798696654591193,0.004301028908363323,0.2128794907798235,0.01026798244665028,0.42870687068706864,0.02815545382282032,0.0014436398798571412,0.40731727389748473,0.15298820569322324,0.4320144974951862,0.037995261281601175,0.06558223012648566
rtognveo,False,1000,sum,['fudt_upstream'],5.0,200,5,4338.0,0.037963911590552214,0.0042367993780094565,0.23242062143608816,0.025048172028734883,0.4195739573957395,0.027872632839111608,0.0013773472255178595,0.44468532281398143,0.191883404478415,0.4613035142640452,0.03711262892221271,0.06509070116391016
k49bgjcc,False,1000,sum,['fudt_upstream'],5.0,500,5,10986.0,0.0381114916962444,0.0042910460284998194,0.21777664249852416,0.012565194587932592,0.411965196519652,0.02815780089859515,0.0013933124321274845,0.4377407401502814,0.1825163050476103,0.4520565618279027,0.037327100505229235,0.06550607627159345
rr1sp2wz,False,1000,sum,['fudt_upstream'],5.0,100,10,2026.0,0.0384851870928227,0.004349742636310813,0.20221139375030897,-0.0009417855579925138,0.3966876687668767,0.02852462597073286,0.0013864736670785433,0.43946839178344377,0.1865287424537586,0.43480478489480096,0.037235381924703596,0.06595257869341284
zlb5e9yh,False,1000,sum,['fudt_upstream'],5.0,200,10,4042.0,0.03803050999277141,0.004279053398261194,0.21815432230425424,0.0153248807873827,0.4175937593759376,0.027741103533085856,0.0013486949474561896,0.46206162941837936,0.2086942572337388,0.4796053993582923,0.03672458233195021,0.06541447392023568
mhq1ssxi,False,1000,sum,['fudt_upstream'],5.0,500,10,9920.0,0.03822537949328282,0.004320432703221169,0.2076230923623564,0.005802874807986469,0.42780678067806777,0.028032148075537597,0.0013912732824081344,0.4372431790657715,0.18371271412908963,0.4361129196326848,0.03729977590292111,0.06572999850312769
02436obv,False,1000,sum,['fudt_upstream'],10.0,100,2,15436.0,0.0379558383663237,0.00414570456429178,0.2682799572737132,0.046010470978674056,0.4477407740774077,0.028042254852464935,0.001407761760989009,0.4377341719139395,0.17403860078334488,0.4358548930559462,0.037520151398801806,0.06438714595547608
gbgvbfc5,False,1000,sum,['fudt_upstream'],10.0,200,2,31540.0,0.039076810085011765,0.004417360584216144,0.18803080906257497,-0.016501701436034466,0.3723972397239724,0.028118975964198555,0.001402687335590027,0.445780317799923,0.17701586555847204,0.4746308869834953,0.03745246768358564,0.06646322730815998
wajmxgm6,False,1000,sum,['fudt_upstream'],10.0,500,2,77550.0,0.03824565154331612,0.004277606644608488,0.22651451559689245,0.015657800756558093,0.4147254725472546,0.02795709870895292,0.0013814345322587043,0.45304386087058224,0.18948530155486065,0.4710605192356012,0.03716765438198521,0.06540341462499101
xvx5vpwm,False,1000,sum,['fudt_upstream'],10.0,100,5,9060.0,0.03846735668521772,0.004196044734896879,0.25273191076078816,0.034426433838146364,0.385082508250825,0.028574339485012947,0.001425481028659866,0.4323448322747897,0.1636423593708536,0.45851922748249424,0.03775554301900406,0.06477688426357722
63kra2f7,False,1000,sum,['fudt_upstream'],10.0,200,5,18572.0,0.03841457334337198,0.004379750970432803,0.2003456767761651,-0.007847158599363802,0.409036903690369,0.02808258572867725,0.0014248822267151145,0.4350246773610925,0.1639936882006645,0.45965934491459487,0.03774761219885457,0.06617968699255689
45n15icr,False,1000,sum,['fudt_upstream'],10.0,500,5,45772.0,0.03838072624667634,0.004269065552004759,0.22393473347131884,0.017623235771040635,0.4112211221122112,0.028256757499971828,0.0014091736283094753,0.4384233146656517,0.17321023057196672,0.4618855742162229,0.03753896147084353,0.0653380865346144
h1q1gzpb,False,1000,sum,['fudt_upstream'],10.0,100,10,6568.0,0.038147562571447406,0.004158613371239442,0.26568937572598705,0.04303995861599885,0.4322832283228323,0.028686911059696403,0.00145358695438548,0.4279593123679954,0.14715206223258048,0.4583152064683288,0.03812593545587413,0.06448731170733854
yk5sj6sr,False,1000,sum,['fudt_upstream'],10.0,200,10,13328.0,0.03866870725990448,0.004337931139884049,0.20994035951832565,0.0017762190027427185,0.4148934893489348,0.0280861703432304,0.001398907348003347,0.4455777456860801,0.17923365831477078,0.4781892534952621,0.03740196984121755,0.06586297244950344
logb3hvw,False,1000,sum,['fudt_upstream'],10.0,500,10,33876.0,0.038372537509436706,0.004281946314302598,0.2242534827573479,0.01465917690785179,0.41027302730273024,0.02848154133875591,0.001437622924311822,0.4238003642774707,0.1565184713666884,0.4550688720958739,0.03791599826342203,0.06543658238556319
58a36i3b,False,1000,sum,['fudt_upstream'],500.0,100,2,101124.0,0.03879906932713056,0.004243960982940469,0.24447045593450428,0.023400178060708265,0.3835703570357035,0.02889285648590594,0.0014576543360618852,0.4348300594723529,0.14476564973460804,0.4554289091796951,0.038179239595124016,0.06514569044027754
fs6whd6q,False,1000,sum,['fudt_upstream'],500.0,200,2,201666.0,0.03873255630587227,0.00424972811054876,0.23615856573383676,0.02207307448506324,0.4076567656765676,0.028314952139068192,0.001463706037061472,0.4245300675479453,0.14121499822255967,0.46648204765300766,0.038258411324328036,0.06518993872177485
ah37wmr3,False,1000,sum,['fudt_upstream'],500.0,500,2,504964.0,0.038728520066481135,0.004236622407702592,0.2392966543439196,0.025088895581771076,0.40394839483948386,0.02819740338653791,0.0014404283116260669,0.42793348155766064,0.1548724956798715,0.4806915112278198,0.03795297500362872,0.06508934173658996
19mblxfl,False,1000,sum,['fudt_upstream'],500.0,100,5,37738.0,0.03853512276893135,0.004220721397003252,0.24385062521935705,0.028747959432747106,0.4048484848484848,0.028629244141357466,0.001476782438934781,0.4121330516111252,0.1335428171140106,0.45659902970211413,0.03842892711141935,0.06496707933256082
e9pg4f1p,False,1000,sum,['fudt_upstream'],500.0,200,5,75218.0,0.03875543010924686,0.004339756887406663,0.2074869216969182,0.0013560867930786369,0.3999999999999999,0.028474644241870226,0.0014022863037659171,0.4494448842106399,0.17725115878474884,0.47779321270305863,0.0374471134236795,0.0658768311882612
ee0i0pbh,False,1000,sum,['fudt_upstream'],500.0,500,5,188202.0,0.03843053245110269,0.004247045073013942,0.23730945375558107,0.022690482135438117,0.40627662766276623,0.02841692927918575,0.0014313883912482018,0.4323801916224793,0.16017639403186468,0.467166118112268,0.03783369386206165,0.06516935685591765
zne38ovz,False,1000,sum,['fudt_upstream'],500.0,100,10,19868.0,0.03925626461351399,0.004410384888000574,0.18748067236402785,-0.01489648788449327,0.38019801980198015,0.02802080487919235,0.0014080558549850958,0.4392834336618841,0.1738660500753767,0.4677121743560635,0.037524070341383484,0.06641072871156116
wwd1snhe,False,1000,sum,['fudt_upstream'],500.0,200,10,39908.0,0.038232597524901296,0.004204491236705733,0.25486336031541873,0.03248276560092778,0.4479447944794479,0.028407138715074397,0.0014463498911496634,0.4271264519965747,0.15139818898649582,0.46794619846054736,0.0380309070513663,0.06484204836913877
4pn12v5j,False,1000,sum,['fudt_upstream'],500.0,500,10,99296.0,0.0387725810061685,0.004379648018645479,0.2003544196932647,-0.007823467830864406,0.402964296429643,0.02829285802379542,0.0014062512099259105,0.4454389998267913,0.17492487067945883,0.477883221974014,0.037500016132342,0.06617890916784198
0ptch5as,False,1000,sum,['prot_T5_all'],5.0,100,2,2794.0,0.03868544091892259,0.004096687742836762,0.28299341080988516,0.05728998539867569,0.37569756975697566,0.028987071284995954,0.0013544931709016327,0.4609450787004156,0.20529232596761005,0.4289781847549603,0.036803439661282106,0.06400537276539182
b7o6rnvq,False,1000,sum,['prot_T5_all'],5.0,200,2,5628.0,0.039010506120041706,0.00419040770798063,0.2537487616478096,0.035723599270346185,0.37395739573957393,0.02972516172712679,0.0014562969100764852,0.412087134531124,0.14556207814835198,0.4112223559045088,0.03816145843749273,0.06473335854086848
i8l45ihl,False,1000,sum,['prot_T5_all'],5.0,500,2,13930.0,0.03870898565359035,0.004162425569229547,0.26590931553046715,0.04216271401047611,0.3506990699069907,0.02970135687227685,0.001394525512188031,0.44264693180163606,0.18180456721530347,0.4097822075692238,0.03734334629071196,0.06451686267348675
x5bqarb3,False,1000,sum,['prot_T5_all'],5.0,100,5,2122.0,0.03911182792577647,0.004203081827059954,0.24847614451814667,0.03280709214743438,0.357011701170117,0.028719410366429235,0.001363067503157131,0.45835383169646904,0.20026159728655513,0.42463373727685055,0.03691974408303951,0.06483117943597783
5r5rpva0,False,1000,sum,['prot_T5_all'],5.0,200,5,4264.0,0.03882767764224473,0.004142417484143282,0.2692998556889824,0.04676687800046975,0.34013801380138003,0.02957721510733697,0.0014309259495855946,0.42391954473471755,0.16044771761323162,0.4130885481223156,0.0378275818627836,0.06436161499017315
fjcuovgf,False,1000,sum,['prot_T5_all'],5.0,500,5,10430.0,0.03875778176394884,0.004182785399971209,0.2582451593270826,0.03747760800762945,0.3523192319231923,0.02924113449637059,0.0013571027314676206,0.4591991669357672,0.203761245669684,0.42978826819355814,0.03683887527419398,0.06467445709065682
51l43nds,False,1000,sum,['prot_T5_all'],5.0,100,10,1998.0,0.038828411867069014,0.004153778123991214,0.2623013986514632,0.04415262238002349,0.36003600360036003,0.029416153645407273,0.0013804614267775386,0.4457095550382528,0.19005624160102608,0.39948514697193593,0.03715456131859907,0.06444981089181887
7ls88o3g,False,1000,sum,['prot_T5_all'],5.0,200,10,3990.0,0.03881874250729008,0.004158550096859339,0.2635789306749617,0.043054519011014536,0.35668766876687663,0.029399173743095548,0.001382079485508447,0.4492444789843234,0.18910689485043888,0.4069379146070359,0.037176329640087484,0.06448682110989298
q0e144yz,False,1000,sum,['prot_T5_all'],5.0,500,10,9922.0,0.0387360953106972,0.004176215816493181,0.2566749363803849,0.03898936885572568,0.3541794179417941,0.02960452963951203,0.0014232929956221932,0.428861310972229,0.16492612121139316,0.4380451186491922,0.037726555575909565,0.06462364750223544
sk1g1rw5,False,1000,sum,['prot_T5_all'],10.0,100,2,15330.0,0.039294706988064455,0.004118226972331522,0.27697483672273276,0.05233348184601627,0.363096309630963,0.02981884177709184,0.001448027241278007,0.43734796310874446,0.15041405481168368,0.4368029907100088,0.03805295312164362,0.06417341328253875
kg9ngltn,False,1000,sum,['prot_T5_all'],10.0,200,2,31212.0,0.039719232588591016,0.0042122740102653634,0.25967099044544206,0.030691831305564857,0.3701050105010501,0.030190617624899243,0.001469490751630811,0.4185171880381251,0.13782099287864158,0.4486662126219192,0.03833393733535353,0.06490203394551948
bkthgnu9,False,1000,sum,['prot_T5_all'],10.0,500,2,76742.0,0.03917692940105861,0.004171025585409031,0.26901520236379306,0.040183719787079686,0.3653045304530453,0.03006798243250467,0.0014659841783575414,0.4278905427790063,0.1398783681018545,0.4641478072262332,0.03828817282605088,0.06458347765031727
pjckh90a,False,1000,sum,['prot_T5_all'],10.0,100,5,9018.0,0.03900564245105397,0.004121582390034011,0.28687707825939013,0.05156134931606249,0.42004200420042,0.03082633890591246,0.0014647574345571749,0.4254023113842185,0.1405981227179477,0.44012133249922814,0.03827214959415234,0.06419955132268458
3c42kydk,False,1000,sum,['prot_T5_all'],10.0,200,5,18320.0,0.0392175341089607,0.004202314088928682,0.2593273511331895,0.03298376034144246,0.37081308130813073,0.03009287622079697,0.001485749400818142,0.4196082751159401,0.12828172493979215,0.471870602674199,0.038545419972003704,0.06482525810923302
phjvuqph,False,1000,sum,['prot_T5_all'],10.0,500,5,47282.0,0.039699262707213655,0.0041988101612173215,0.26772032889024294,0.03379006727799483,0.3648604860486048,0.029918239107372263,0.0014132538460973974,0.45395806210523487,0.1708162868759444,0.45526089187391183,0.03759326862747369,0.06479822652833425
j1ep82z6,False,1000,sum,['prot_T5_all'],10.0,100,10,6824.0,0.03955466263631254,0.004222783318201502,0.2651879117163135,0.02827348007651398,0.35569156915691563,0.029689827532220336,0.0014097208072833753,0.4582880116698322,0.17288918995030145,0.46545594196411705,0.03754624891095481,0.0649829463644232
uoodf7yd,False,1000,sum,['prot_T5_all'],10.0,200,10,13724.0,0.03918599763367058,0.004226939343476264,0.2552479322628986,0.027317115595402397,0.37218121812181215,0.029486140458828868,0.0014207638412236348,0.4465414102105612,0.16641002563596052,0.4708624988394995,0.03769302112094008,0.06501491631522927
g1rzacxn,False,1000,sum,['prot_T5_all'],10.0,500,10,34606.0,0.03961826449280976,0.0042493442888173584,0.2506730955082907,0.022161397689741454,0.3565676567656766,0.02994692971426975,0.0014136251430627409,0.447853879141357,0.17059843967372712,0.44894224105284886,0.037598206646896615,0.065186994782835
5q0g1hwg,False,1000,sum,['prot_T5_all'],500.0,100,2,101074.0,0.03929232148920274,0.0041418744012411066,0.279263302448749,0.046891849617243575,0.3918511851185118,0.03165115820692736,0.001555949667987558,0.407894935658238,0.08709385316815188,0.4403433553675845,0.03944552785788977,0.06435739585503057
ik1q9qim,False,1000,sum,['prot_T5_all'],500.0,200,2,202264.0,0.04027328781409452,0.004157681397233443,0.27940497835966793,0.043254419976970326,0.3873027302730272,0.031011201660691587,0.0015375981897179697,0.4122604693542303,0.09786102492212424,0.423817653220189,0.03921221990295844,0.06448008527625752
6xguf6ix,False,1000,sum,['prot_T5_all'],500.0,500,2,505636.0,0.0403838455648927,0.004253251219216502,0.26446565613282097,0.02126235371938701,0.3632043204320432,0.03079467984810297,0.001496907975579185,0.42932313661671784,0.1217347705627818,0.45919729732369086,0.038689895006050155,0.06521695499804098
yo5c6j5s,False,1000,sum,['prot_T5_all'],500.0,100,5,37938.0,0.04083820886981658,0.004249833928000407,0.26138944639890527,0.022048724283717847,0.3726732673267326,0.03045006535044521,0.0015464858875305749,0.40738357341332176,0.0926464385307756,0.46946435483066035,0.03932538477282295,0.06519075032549025
wy81usp7,False,1000,sum,['prot_T5_all'],500.0,200,5,75408.0,0.03974618094637077,0.004196544427856705,0.27002390282938227,0.03431144690552557,0.3704050405040504,0.030322033009857155,0.001489255628695224,0.42577383499151605,0.12622455236728758,0.4614055247711279,0.03859087494078391,0.06478074118020498
1o5junk4,False,1000,sum,['prot_T5_all'],500.0,500,5,187886.0,0.03990359647611432,0.00425269392810926,0.2563184782104362,0.02139059485974837,0.3633843384338433,0.030728804227530306,0.001506757522320264,0.41993931067331935,0.1159558485652159,0.4393952577135219,0.03881697466728008,0.06521268226433613
c7rffl1n,False,1000,sum,['prot_T5_all'],500.0,100,10,19770.0,0.0403238756129659,0.004249276990615699,0.2546994808790548,0.022176884027156563,0.35379537953795376,0.030781119346026183,0.001524603392912881,0.41006684897762585,0.10548532673873734,0.45035238629781543,0.03904617001592962,0.06518647858732438
x9rxgma4,False,1000,sum,['prot_T5_all'],500.0,200,10,39286.0,0.03983025204248503,0.0042040629593457675,0.2682143458115044,0.03258131872032799,0.38747074707470736,0.030727094389800817,0.0014791003626997371,0.4337188013593075,0.13218284583958428,0.46833623863468704,0.03845907386690087,0.06483874581872916
y6xyxq0l,False,1000,sum,['prot_T5_all'],500.0,500,10,98218.0,0.03967257946344331,0.004191445615319767,0.27074716200617654,0.035484761041940094,0.3664566456645664,0.030773929868368487,0.0015167529105787518,0.41780836860784654,0.1100913584927662,0.4427376019749959,0.03894551207236531,0.06474137483340747
fb0hx26q,False,1000,sum,['prot_T5_no_dubious'],5.0,100,2,2654.0,0.03920760656439517,0.004202557845964624,0.2515058153650894,0.032927668148593825,0.3442974626402014,0.02889059943949328,0.0013333465652256118,0.4743004399695434,0.21769945371952337,0.4813455785967617,0.03651501835170855,0.06482713819045711
hrcul83h,False,1000,sum,['prot_T5_no_dubious'],5.0,200,2,5488.0,0.038639682124766046,0.004124250549912387,0.2740548300752015,0.050947365240195275,0.3648124812481248,0.029615415460381128,0.0014725126693060234,0.405452595908262,0.1360479745878318,0.4477061137317293,0.03837333278861797,0.06422032816727416
ck1p7mxr,False,1000,sum,['prot_T5_no_dubious'],5.0,500,2,13916.0,0.03882762895575216,0.004219181337715392,0.24815044908553371,0.0291023504444331,0.3487908790879088,0.029204056097168658,0.001377374556245062,0.4500017813098168,0.19186736900543425,0.43897521444906384,0.037112997133687035,0.06495522563824555
ba73rctn,False,1000,sum,['prot_T5_no_dubious'],5.0,100,5,2084.0,0.038757049774642095,0.004176066311318238,0.2596524857501503,0.039023772265138645,0.328112811281128,0.029946720225541193,0.001462575239121046,0.41088512712024294,0.14187845952331934,0.4148887335414219,0.03824363004633642,0.06462249075452166
