unit_id,reaction_id,gene_id,uniprot,sequence_length,substrate_met_id,substrate_name,smiles,smiles_source
1101,r_1083,YOR278W,P06174,275,s_1378,preuroporphyrinogen,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,smilesDB
1102,r_1084,YHL012W,P38709,493,s_0567,D-glucose 1-phosphate,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,smilesDB
1102,r_1084,YHL012W,P38709,493,s_0794,H+,[H+],smilesDB
1102,r_1084,YHL012W,P38709,493,s_1559,UTP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,smilesDB
1103,r_1084,YKL035W,P32861,499,s_0567,D-glucose 1-phosphate,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,smilesDB
1103,r_1084,YKL035W,P32861,499,s_0794,H+,[H+],smilesDB
1103,r_1084,YKL035W,P32861,499,s_1559,UTP,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,smilesDB
1104,r_1085,YPR170W-B,P0C5R9,85,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YPR170W-B,P0C5R9,85,s_0794,H+,[H+],smilesDB
1104,r_1085,YPR170W-B,P0C5R9,85,s_0803,H2O,O,smilesDB
1104,r_1085,YBR127C,P16140,517,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YBR127C,P16140,517,s_0794,H+,[H+],smilesDB
1104,r_1085,YBR127C,P16140,517,s_0803,H2O,O,smilesDB
1104,r_1085,YDL185W,P17255,1071,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YDL185W,P17255,1071,s_0794,H+,[H+],smilesDB
1104,r_1085,YDL185W,P17255,1071,s_0803,H2O,O,smilesDB
1104,r_1085,YOR332W,P22203,233,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YOR332W,P22203,233,s_0794,H+,[H+],smilesDB
1104,r_1085,YOR332W,P22203,233,s_0803,H2O,O,smilesDB
1104,r_1085,YHR026W,P23968,213,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YHR026W,P23968,213,s_0794,H+,[H+],smilesDB
1104,r_1085,YHR026W,P23968,213,s_0803,H2O,O,smilesDB
1104,r_1085,YEL027W,P25515,160,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YEL027W,P25515,160,s_0794,H+,[H+],smilesDB
1104,r_1085,YEL027W,P25515,160,s_0803,H2O,O,smilesDB
1104,r_1085,YKL080W,P31412,392,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YKL080W,P31412,392,s_0794,H+,[H+],smilesDB
1104,r_1085,YKL080W,P31412,392,s_0803,H2O,O,smilesDB
1104,r_1085,YLR447C,P32366,345,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YLR447C,P32366,345,s_0794,H+,[H+],smilesDB
1104,r_1085,YLR447C,P32366,345,s_0803,H2O,O,smilesDB
1104,r_1085,YEL051W,P32610,256,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YEL051W,P32610,256,s_0794,H+,[H+],smilesDB
1104,r_1085,YEL051W,P32610,256,s_0803,H2O,O,smilesDB
1104,r_1085,YPL234C,P32842,164,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YPL234C,P32842,164,s_0794,H+,[H+],smilesDB
1104,r_1085,YPL234C,P32842,164,s_0803,H2O,O,smilesDB
1104,r_1085,YMR054W,P37296,890,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YMR054W,P37296,890,s_0794,H+,[H+],smilesDB
1104,r_1085,YMR054W,P37296,890,s_0803,H2O,O,smilesDB
1104,r_1085,YGR020C,P39111,118,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YGR020C,P39111,118,s_0794,H+,[H+],smilesDB
1104,r_1085,YGR020C,P39111,118,s_0803,H2O,O,smilesDB
1104,r_1085,YPR036W,P41807,478,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YPR036W,P41807,478,s_0794,H+,[H+],smilesDB
1104,r_1085,YPR036W,P41807,478,s_0803,H2O,O,smilesDB
1104,r_1085,YHR039C-A,P48836,114,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YHR039C-A,P48836,114,s_0794,H+,[H+],smilesDB
1104,r_1085,YHR039C-A,P48836,114,s_0803,H2O,O,smilesDB
1104,r_1085,YGR106C,P53262,265,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YGR106C,P53262,265,s_0794,H+,[H+],smilesDB
1104,r_1085,YGR106C,P53262,265,s_0803,H2O,O,smilesDB
1104,r_1085,YCL005W-A,Q3E7B6,73,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1104,r_1085,YCL005W-A,Q3E7B6,73,s_0794,H+,[H+],smilesDB
1104,r_1085,YCL005W-A,Q3E7B6,73,s_0803,H2O,O,smilesDB
1105,r_1085,YBR127C,P16140,517,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YBR127C,P16140,517,s_0794,H+,[H+],smilesDB
1105,r_1085,YBR127C,P16140,517,s_0803,H2O,O,smilesDB
1105,r_1085,YDL185W,P17255,1071,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YDL185W,P17255,1071,s_0794,H+,[H+],smilesDB
1105,r_1085,YDL185W,P17255,1071,s_0803,H2O,O,smilesDB
1105,r_1085,YOR332W,P22203,233,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YOR332W,P22203,233,s_0794,H+,[H+],smilesDB
1105,r_1085,YOR332W,P22203,233,s_0803,H2O,O,smilesDB
1105,r_1085,YHR026W,P23968,213,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YHR026W,P23968,213,s_0794,H+,[H+],smilesDB
1105,r_1085,YHR026W,P23968,213,s_0803,H2O,O,smilesDB
1105,r_1085,YEL027W,P25515,160,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YEL027W,P25515,160,s_0794,H+,[H+],smilesDB
1105,r_1085,YEL027W,P25515,160,s_0803,H2O,O,smilesDB
1105,r_1085,YKL080W,P31412,392,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YKL080W,P31412,392,s_0794,H+,[H+],smilesDB
1105,r_1085,YKL080W,P31412,392,s_0803,H2O,O,smilesDB
1105,r_1085,YLR447C,P32366,345,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YLR447C,P32366,345,s_0794,H+,[H+],smilesDB
1105,r_1085,YLR447C,P32366,345,s_0803,H2O,O,smilesDB
1105,r_1085,YEL051W,P32610,256,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YEL051W,P32610,256,s_0794,H+,[H+],smilesDB
1105,r_1085,YEL051W,P32610,256,s_0803,H2O,O,smilesDB
1105,r_1085,YPL234C,P32842,164,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YPL234C,P32842,164,s_0794,H+,[H+],smilesDB
1105,r_1085,YPL234C,P32842,164,s_0803,H2O,O,smilesDB
1105,r_1085,YMR054W,P37296,890,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YMR054W,P37296,890,s_0794,H+,[H+],smilesDB
1105,r_1085,YMR054W,P37296,890,s_0803,H2O,O,smilesDB
1105,r_1085,YGR020C,P39111,118,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YGR020C,P39111,118,s_0794,H+,[H+],smilesDB
1105,r_1085,YGR020C,P39111,118,s_0803,H2O,O,smilesDB
1105,r_1085,YPR036W,P41807,478,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YPR036W,P41807,478,s_0794,H+,[H+],smilesDB
1105,r_1085,YPR036W,P41807,478,s_0803,H2O,O,smilesDB
1105,r_1085,YHR039C-A,P48836,114,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YHR039C-A,P48836,114,s_0794,H+,[H+],smilesDB
1105,r_1085,YHR039C-A,P48836,114,s_0803,H2O,O,smilesDB
1105,r_1085,YGR106C,P53262,265,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YGR106C,P53262,265,s_0794,H+,[H+],smilesDB
1105,r_1085,YGR106C,P53262,265,s_0803,H2O,O,smilesDB
1105,r_1085,YCL005W-A,Q3E7B6,73,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1105,r_1085,YCL005W-A,Q3E7B6,73,s_0794,H+,[H+],smilesDB
1105,r_1085,YCL005W-A,Q3E7B6,73,s_0803,H2O,O,smilesDB
1106,r_1086,YBR127C,P16140,517,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YBR127C,P16140,517,s_0794,H+,[H+],smilesDB
1106,r_1086,YBR127C,P16140,517,s_0803,H2O,O,smilesDB
1106,r_1086,YDL185W,P17255,1071,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YDL185W,P17255,1071,s_0794,H+,[H+],smilesDB
1106,r_1086,YDL185W,P17255,1071,s_0803,H2O,O,smilesDB
1106,r_1086,YEL027W,P25515,160,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YEL027W,P25515,160,s_0794,H+,[H+],smilesDB
1106,r_1086,YEL027W,P25515,160,s_0803,H2O,O,smilesDB
1106,r_1086,YEL051W,P32610,256,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YEL051W,P32610,256,s_0794,H+,[H+],smilesDB
1106,r_1086,YEL051W,P32610,256,s_0803,H2O,O,smilesDB
1106,r_1086,YGR020C,P39111,118,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YGR020C,P39111,118,s_0794,H+,[H+],smilesDB
1106,r_1086,YGR020C,P39111,118,s_0803,H2O,O,smilesDB
1106,r_1086,YHR026W,P23968,213,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YHR026W,P23968,213,s_0794,H+,[H+],smilesDB
1106,r_1086,YHR026W,P23968,213,s_0803,H2O,O,smilesDB
1106,r_1086,YHR039C-A,P48836,114,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YHR039C-A,P48836,114,s_0794,H+,[H+],smilesDB
1106,r_1086,YHR039C-A,P48836,114,s_0803,H2O,O,smilesDB
1106,r_1086,YKL080W,P31412,392,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YKL080W,P31412,392,s_0794,H+,[H+],smilesDB
1106,r_1086,YKL080W,P31412,392,s_0803,H2O,O,smilesDB
1106,r_1086,YLR447C,P32366,345,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YLR447C,P32366,345,s_0794,H+,[H+],smilesDB
1106,r_1086,YLR447C,P32366,345,s_0803,H2O,O,smilesDB
1106,r_1086,YOR270C,P32563,840,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YOR270C,P32563,840,s_0794,H+,[H+],smilesDB
1106,r_1086,YOR270C,P32563,840,s_0803,H2O,O,smilesDB
1106,r_1086,YOR332W,P22203,233,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YOR332W,P22203,233,s_0794,H+,[H+],smilesDB
1106,r_1086,YOR332W,P22203,233,s_0803,H2O,O,smilesDB
1106,r_1086,YPL234C,P32842,164,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YPL234C,P32842,164,s_0794,H+,[H+],smilesDB
1106,r_1086,YPL234C,P32842,164,s_0803,H2O,O,smilesDB
1106,r_1086,YPR036W,P41807,478,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YPR036W,P41807,478,s_0794,H+,[H+],smilesDB
1106,r_1086,YPR036W,P41807,478,s_0803,H2O,O,smilesDB
1106,r_1086,YPR170W-B,P0C5R9,85,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YPR170W-B,P0C5R9,85,s_0794,H+,[H+],smilesDB
1106,r_1086,YPR170W-B,P0C5R9,85,s_0803,H2O,O,smilesDB
1106,r_1086,YGR106C,P53262,265,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YGR106C,P53262,265,s_0794,H+,[H+],smilesDB
1106,r_1086,YGR106C,P53262,265,s_0803,H2O,O,smilesDB
1106,r_1086,YCL005W-A,Q3E7B6,73,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1106,r_1086,YCL005W-A,Q3E7B6,73,s_0794,H+,[H+],smilesDB
1106,r_1086,YCL005W-A,Q3E7B6,73,s_0803,H2O,O,smilesDB
1107,r_1086,YBR127C,P16140,517,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YBR127C,P16140,517,s_0794,H+,[H+],smilesDB
1107,r_1086,YBR127C,P16140,517,s_0803,H2O,O,smilesDB
1107,r_1086,YDL185W,P17255,1071,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YDL185W,P17255,1071,s_0794,H+,[H+],smilesDB
1107,r_1086,YDL185W,P17255,1071,s_0803,H2O,O,smilesDB
1107,r_1086,YEL027W,P25515,160,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YEL027W,P25515,160,s_0794,H+,[H+],smilesDB
1107,r_1086,YEL027W,P25515,160,s_0803,H2O,O,smilesDB
1107,r_1086,YEL051W,P32610,256,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YEL051W,P32610,256,s_0794,H+,[H+],smilesDB
1107,r_1086,YEL051W,P32610,256,s_0803,H2O,O,smilesDB
1107,r_1086,YGR020C,P39111,118,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YGR020C,P39111,118,s_0794,H+,[H+],smilesDB
1107,r_1086,YGR020C,P39111,118,s_0803,H2O,O,smilesDB
1107,r_1086,YHR026W,P23968,213,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YHR026W,P23968,213,s_0794,H+,[H+],smilesDB
1107,r_1086,YHR026W,P23968,213,s_0803,H2O,O,smilesDB
1107,r_1086,YHR039C-A,P48836,114,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YHR039C-A,P48836,114,s_0794,H+,[H+],smilesDB
1107,r_1086,YHR039C-A,P48836,114,s_0803,H2O,O,smilesDB
1107,r_1086,YKL080W,P31412,392,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YKL080W,P31412,392,s_0794,H+,[H+],smilesDB
1107,r_1086,YKL080W,P31412,392,s_0803,H2O,O,smilesDB
1107,r_1086,YLR447C,P32366,345,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YLR447C,P32366,345,s_0794,H+,[H+],smilesDB
1107,r_1086,YLR447C,P32366,345,s_0803,H2O,O,smilesDB
1107,r_1086,YOR270C,P32563,840,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YOR270C,P32563,840,s_0794,H+,[H+],smilesDB
1107,r_1086,YOR270C,P32563,840,s_0803,H2O,O,smilesDB
1107,r_1086,YOR332W,P22203,233,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YOR332W,P22203,233,s_0794,H+,[H+],smilesDB
1107,r_1086,YOR332W,P22203,233,s_0803,H2O,O,smilesDB
1107,r_1086,YPL234C,P32842,164,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YPL234C,P32842,164,s_0794,H+,[H+],smilesDB
1107,r_1086,YPL234C,P32842,164,s_0803,H2O,O,smilesDB
1107,r_1086,YPR036W,P41807,478,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YPR036W,P41807,478,s_0794,H+,[H+],smilesDB
1107,r_1086,YPR036W,P41807,478,s_0803,H2O,O,smilesDB
1107,r_1086,YGR106C,P53262,265,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YGR106C,P53262,265,s_0794,H+,[H+],smilesDB
1107,r_1086,YGR106C,P53262,265,s_0803,H2O,O,smilesDB
1107,r_1086,YCL005W-A,Q3E7B6,73,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1107,r_1086,YCL005W-A,Q3E7B6,73,s_0794,H+,[H+],smilesDB
1107,r_1086,YCL005W-A,Q3E7B6,73,s_0803,H2O,O,smilesDB
1108,r_1087,YJR148W,P47176,376,s_0180,2-oxoglutarate,C(CC(=O)O)C(=O)C(=O)O,smilesDB
1108,r_1087,YJR148W,P47176,376,s_1056,L-valine,CC(C)C(C(=O)O)N,smilesDB
1109,r_1088,YHR208W,P38891,393,s_0182,2-oxoglutarate,C(CC(=O)O)C(=O)C(=O)O,smilesDB
1109,r_1088,YHR208W,P38891,393,s_1058,L-valine,CC(C)C(C(=O)O)N,smilesDB
1110,r_1089,YGR094W,P07806,1104,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1110,r_1089,YGR094W,P07806,1104,s_1056,L-valine,CC(C)C(C(=O)O)N,smilesDB
1110,r_1089,YGR094W,P07806,1104,s_1614,tRNA(Val),[*]OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O,metanetx
1111,r_1090,YGR094W,P07806,1104,s_0437,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1111,r_1090,YGR094W,P07806,1104,s_1058,L-valine,CC(C)C(C(=O)O)N,smilesDB
1111,r_1090,YGR094W,P07806,1104,s_1615,tRNA(Val),[*]OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)[C@H](O)[C@@H]1OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C32)[C@H](O)[C@@H]1O,metanetx
1112,r_1091,YJR133W,P47165,209,s_0357,9H-xanthine,C1=NC2=C(N1)C(=O)NC(=O)N2,smilesDB
1112,r_1091,YJR133W,P47165,209,s_1386,PRPP,C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,smilesDB
1113,r_1092,YLR070C,Q07993,356,s_1198,NAD,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,smilesDB
1113,r_1092,YLR070C,Q07993,356,s_1566,xylitol,C(C(C(C(CO)O)O)O)O,smilesDB
1114,r_1093,YHR104W,P38715,327,s_0578,D-xylose,C1C(C(C(C(O1)O)O)O)O,smilesDB
1114,r_1093,YHR104W,P38715,327,s_0794,H+,[H+],smilesDB
1114,r_1093,YHR104W,P38715,327,s_1212,NADPH,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,smilesDB
1115,r_1094,YGR194C,P42826,600,s_0434,ATP,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,smilesDB
1115,r_1094,YGR194C,P42826,600,s_0580,D-xylulose,C(C(C(C(=O)CO)O)O)O,smilesDB
1116,r_1095,YFL001W,P31115,442,s_1408,ribose-5-phosphate,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,smilesDB
1116,r_1095,YFL001W,P31115,442,s_1550,uracil,C1=CNC(=O)NC1=O,smilesDB
1117,r_1095,YGL063W,P53167,370,s_1408,ribose-5-phosphate,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,smilesDB
1117,r_1095,YGL063W,P53167,370,s_1550,uracil,C1=CNC(=O)NC1=O,smilesDB
1118,r_1095,YNL292W,P48567,403,s_1408,ribose-5-phosphate,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,smilesDB
1118,r_1095,YNL292W,P48567,403,s_1550,uracil,C1=CNC(=O)NC1=O,smilesDB
1119,r_1095,YPL212C,Q12211,544,s_1408,ribose-5-phosphate,C(C(C(C(C=O)O)O)O)OP(=O)(O)O,smilesDB
